locus_tag	ftype	length_bp	gene	EC_number	COG	product
JEDGCGCC_02748	CDS	1155	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
JEDGCGCC_02749	CDS	912	potH		COG1176	Putrescine transport system permease protein PotH
JEDGCGCC_02750	CDS	870	ydcV_1			Inner membrane ABC transporter permease protein YdcV
JEDGCGCC_02751	CDS	2388	quiP_2	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
JEDGCGCC_02752	CDS	1053				hypothetical protein
JEDGCGCC_02753	CDS	504				hypothetical protein
JEDGCGCC_02754	CDS	612				hypothetical protein
JEDGCGCC_02755	CDS	942	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JEDGCGCC_02756	CDS	753				hypothetical protein
JEDGCGCC_02757	CDS	630				hypothetical protein
JEDGCGCC_02758	CDS	555				hypothetical protein
JEDGCGCC_02759	CDS	90				hypothetical protein
JEDGCGCC_02760	CDS	495				hypothetical protein
JEDGCGCC_02761	CDS	693	yecS_3		COG0765	L-cystine transport system permease protein YecS
JEDGCGCC_02762	CDS	771	fliY_2		COG0834	L-cystine-binding protein FliY
JEDGCGCC_02763	CDS	438				hypothetical protein
JEDGCGCC_02764	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
JEDGCGCC_02765	CDS	1395		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
JEDGCGCC_02766	CDS	666	ycgM		COG0179	putative protein YcgM
JEDGCGCC_02767	CDS	933	yjiK_1		COG3204	putative protein YjiK
JEDGCGCC_02768	CDS	351	ygiW		COG3111	Protein YgiW
JEDGCGCC_02769	CDS	1035	aphB	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 2
JEDGCGCC_02770	CDS	1395	puuP_2		COG0531	Putrescine importer PuuP
JEDGCGCC_02771	CDS	1044	spuE_2		COG0687	Spermidine-binding periplasmic protein SpuE
JEDGCGCC_02772	CDS	789	ydcV_2			Inner membrane ABC transporter permease protein YdcV
JEDGCGCC_02773	CDS	930	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
JEDGCGCC_02774	CDS	1050	potA_2	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
JEDGCGCC_02775	CDS	930	yjiK_2		COG3204	putative protein YjiK
JEDGCGCC_02776	CDS	1977				hypothetical protein
JEDGCGCC_02777	CDS	726	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JEDGCGCC_02778	CDS	333				hypothetical protein
JEDGCGCC_02779	CDS	672	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
JEDGCGCC_02780	CDS	1515	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
JEDGCGCC_02781	CDS	468				hypothetical protein
JEDGCGCC_02782	CDS	1272				hypothetical protein
JEDGCGCC_02783	CDS	468				hypothetical protein
JEDGCGCC_02784	CDS	1242				hypothetical protein
JEDGCGCC_02785	CDS	654		3.1.3.-	COG0560	putative phosphatase
JEDGCGCC_02786	CDS	480	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
JEDGCGCC_02787	CDS	2280	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
JEDGCGCC_02788	CDS	1038				hypothetical protein
JEDGCGCC_02789	CDS	756				hypothetical protein
JEDGCGCC_02790	CDS	804				hypothetical protein
JEDGCGCC_02791	CDS	801	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
JEDGCGCC_02792	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
JEDGCGCC_02793	CDS	798				hypothetical protein
JEDGCGCC_02794	CDS	1380				hypothetical protein
JEDGCGCC_02795	CDS	1386				putative membrane protein
JEDGCGCC_02796	CDS	363				hypothetical protein
JEDGCGCC_02797	CDS	1152	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
JEDGCGCC_02798	CDS	1095				hypothetical protein
JEDGCGCC_02799	CDS	1041				hypothetical protein
JEDGCGCC_02800	CDS	507	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
JEDGCGCC_02801	CDS	474				hypothetical protein
JEDGCGCC_02802	CDS	1386	xanP_2		COG2233	Xanthine permease XanP
JEDGCGCC_02803	CDS	1839	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
JEDGCGCC_02804	CDS	1197	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
JEDGCGCC_02805	CDS	540	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
JEDGCGCC_02806	CDS	879				hypothetical protein
JEDGCGCC_02807	CDS	813	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
JEDGCGCC_02808	CDS	579				hypothetical protein
JEDGCGCC_02809	CDS	345				hypothetical protein
JEDGCGCC_02810	CDS	987				hypothetical protein
JEDGCGCC_02811	CDS	432				hypothetical protein
JEDGCGCC_02812	CDS	1734	ggt_2	3.4.19.13		Glutathione hydrolase proenzyme
JEDGCGCC_02813	CDS	252	fdx_1		COG1145	Ferredoxin
JEDGCGCC_02814	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
JEDGCGCC_02815	CDS	1596		1.1.-.-	COG2303	putative GMC-type oxidoreductase
JEDGCGCC_02816	CDS	549				hypothetical protein
JEDGCGCC_02817	CDS	1431	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
JEDGCGCC_02818	CDS	648				hypothetical protein
JEDGCGCC_02819	CDS	411				hypothetical protein
JEDGCGCC_02820	CDS	999				hypothetical protein
JEDGCGCC_02821	CDS	567				hypothetical protein
JEDGCGCC_02822	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
JEDGCGCC_02823	CDS	1488				hypothetical protein
JEDGCGCC_02824	CDS	1371		3.4.24.-	COG0612	putative zinc protease
JEDGCGCC_02825	CDS	1371	ftsY			Signal recognition particle receptor FtsY
JEDGCGCC_02826	CDS	672	ftsE		COG2884	Cell division ATP-binding protein FtsE
JEDGCGCC_02827	CDS	1008	ftsX		COG2177	Cell division protein FtsX
JEDGCGCC_02828	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
JEDGCGCC_02829	CDS	606				hypothetical protein
JEDGCGCC_02830	CDS	732	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
JEDGCGCC_02831	CDS	378				hypothetical protein
JEDGCGCC_02832	CDS	201				hypothetical protein
JEDGCGCC_02833	CDS	798	thiG	2.8.1.10	COG2022	Thiazole synthase
JEDGCGCC_02834	CDS	735	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
JEDGCGCC_02835	CDS	1347				putative protein
JEDGCGCC_02836	CDS	258				hypothetical protein
JEDGCGCC_02837	CDS	324				hypothetical protein
JEDGCGCC_02838	CDS	1155	hemW		COG0635	Heme chaperone HemW
JEDGCGCC_02839	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
JEDGCGCC_02840	CDS	420				hypothetical protein
JEDGCGCC_02841	CDS	621	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
JEDGCGCC_02842	CDS	1140	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
JEDGCGCC_02843	CDS	1968				hypothetical protein
JEDGCGCC_02844	CDS	171				hypothetical protein
JEDGCGCC_02845	CDS	594				hypothetical protein
JEDGCGCC_02846	CDS	822	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
JEDGCGCC_02847	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
JEDGCGCC_02848	CDS	1035	pilT_2		COG2805	Twitching mobility protein
JEDGCGCC_02849	CDS	1149	pilT_3		COG2805	Twitching mobility protein
JEDGCGCC_02850	CDS	900	czcD_2			Metal cation efflux system protein CzcD
JEDGCGCC_02851	CDS	405				hypothetical protein
JEDGCGCC_02852	CDS	1374	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
JEDGCGCC_02853	CDS	1185	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
JEDGCGCC_02854	CDS	1272	pyrC'		COG0044	Dihydroorotase-like protein
JEDGCGCC_02855	CDS	1005	pyrB	2.1.3.2		Aspartate carbamoyltransferase
JEDGCGCC_02856	CDS	513	pyrR		COG2065	Bifunctional protein PyrR
JEDGCGCC_02857	CDS	435	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
JEDGCGCC_02858	CDS	570				hypothetical protein
JEDGCGCC_02859	CDS	894				hypothetical protein
JEDGCGCC_02860	CDS	954	gshB	6.3.2.3	COG0189	Glutathione synthetase
JEDGCGCC_02861	CDS	408	walR_1		COG0745	Transcriptional regulatory protein WalR
JEDGCGCC_02862	CDS	366	pleD_1			Response regulator PleD
JEDGCGCC_02863	CDS	537				hypothetical protein
JEDGCGCC_02864	CDS	2049				hypothetical protein
JEDGCGCC_02865	CDS	876	cheR2	2.1.1.80		Chemotaxis protein methyltransferase Cher2
JEDGCGCC_02866	CDS	7431	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
JEDGCGCC_02867	CDS	1032	cheB_4	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
JEDGCGCC_02868	CDS	507				hypothetical protein
JEDGCGCC_02869	CDS	795	rhaS_3			HTH-type transcriptional activator RhaS
JEDGCGCC_02870	CDS	612				hypothetical protein
JEDGCGCC_02871	CDS	1374				hypothetical protein
JEDGCGCC_02872	CDS	723	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JEDGCGCC_02873	CDS	1404	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
JEDGCGCC_02874	CDS	1491		1.4.5.-		L-amino acid dehydrogenase
JEDGCGCC_02875	CDS	570	yceJ		COG3038	Cytochrome b561 
JEDGCGCC_02876	CDS	576	yceI		COG2353	Protein YceI
JEDGCGCC_02877	CDS	444	mexR		COG1846	Multidrug resistance operon repressor
JEDGCGCC_02878	CDS	1152	mexA_2			Multidrug resistance protein MexA
JEDGCGCC_02879	CDS	3141	mexB_1		COG0841	Multidrug resistance protein MexB
JEDGCGCC_02880	CDS	1458	oprM_4		COG1538	Outer membrane protein OprM
JEDGCGCC_02881	CDS	1920	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
JEDGCGCC_02882	CDS	1071				hypothetical protein
JEDGCGCC_02883	CDS	873	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
JEDGCGCC_02884	CDS	540				hypothetical protein
JEDGCGCC_02885	CDS	1410	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
JEDGCGCC_02886	CDS	417				hypothetical protein
JEDGCGCC_02887	CDS	2193	cntO_3			Metal-pseudopaline receptor CntO
JEDGCGCC_02888	CDS	1479				hypothetical protein
JEDGCGCC_02889	CDS	621	rutR_2		COG1309	HTH-type transcriptional regulator RutR
JEDGCGCC_02890	CDS	1272	codA	3.5.4.1	COG0402	Cytosine deaminase
JEDGCGCC_02891	CDS	1251	codB		COG1457	Cytosine permease
JEDGCGCC_02892	CDS	1275	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
JEDGCGCC_02893	CDS	1368	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
JEDGCGCC_02894	CDS	1440	dht	3.5.2.2	COG0044	D-hydantoinase/dihydropyrimidinase
JEDGCGCC_02895	CDS	1491	pucI_2		COG1953	putative allantoin permease
JEDGCGCC_02896	CDS	1284	hyuC	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
JEDGCGCC_02897	CDS	1224	yfdE_2	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
JEDGCGCC_02898	CDS	1182	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JEDGCGCC_02899	CDS	909	gcvA_7			Glycine cleavage system transcriptional activator
JEDGCGCC_02900	CDS	405				hypothetical protein
JEDGCGCC_02901	CDS	1623	pitA_3		COG0306	Low-affinity inorganic phosphate transporter 1
JEDGCGCC_02902	CDS	1332				hypothetical protein
JEDGCGCC_02903	CDS	792				hypothetical protein
JEDGCGCC_02904	CDS	732				hypothetical protein
JEDGCGCC_02905	CDS	2202	yccS		COG1289	Inner membrane protein YccS
JEDGCGCC_02906	CDS	1377	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
JEDGCGCC_02907	CDS	210	cspA_2		COG1278	Major cold shock protein CspA
JEDGCGCC_02908	CDS	525				hypothetical protein
JEDGCGCC_02909	CDS	1434	hsrA			putative transport protein HsrA
JEDGCGCC_02910	CDS	2799	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
JEDGCGCC_02911	CDS	579				hypothetical protein
JEDGCGCC_02912	CDS	888	yihG_2	2.3.-.-	COG0204	putative acyltransferase YihG
JEDGCGCC_02913	CDS	510				hypothetical protein
JEDGCGCC_02914	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
JEDGCGCC_02915	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
JEDGCGCC_02916	CDS	1359	creD		COG4452	Inner membrane protein CreD
JEDGCGCC_02917	CDS	303				hypothetical protein
JEDGCGCC_02918	CDS	186				hypothetical protein
JEDGCGCC_02919	CDS	621	yibF		COG0625	putative GST-like protein YibF
JEDGCGCC_02920	CDS	951	vgb	4.2.99.-		Virginiamycin B lyase
JEDGCGCC_02921	CDS	858				hypothetical protein
JEDGCGCC_02922	CDS	2394	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
JEDGCGCC_02923	CDS	972	fecR_3		COG3712	Protein FecR
JEDGCGCC_02924	CDS	519	fecI_3		COG1595	putative RNA polymerase sigma factor FecI
JEDGCGCC_02925	CDS	750				hypothetical protein
JEDGCGCC_02926	CDS	402				hypothetical protein
JEDGCGCC_02927	CDS	570	yxaF_2			putative HTH-type transcriptional regulator YxaF
JEDGCGCC_02928	CDS	1728	pucI_3		COG1953	putative allantoin permease
JEDGCGCC_02929	CDS	966	pcpR_3			PCP degradation transcriptional activation protein
JEDGCGCC_02930	CDS	477				hypothetical protein
JEDGCGCC_02931	CDS	939	yhaJ_2			HTH-type transcriptional regulator YhaJ
JEDGCGCC_02932	CDS	798	catD_3	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
JEDGCGCC_02933	CDS	444				hypothetical protein
JEDGCGCC_02934	CDS	2178	glcB	2.3.3.9	COG2225	Malate synthase G
JEDGCGCC_02935	CDS	444				hypothetical protein
JEDGCGCC_02936	CDS	516				hypothetical protein
JEDGCGCC_02937	CDS	897	rarD_1		COG2962	Protein RarD
JEDGCGCC_02938	CDS	975	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
JEDGCGCC_02939	CDS	759	modE		COG2005	DNA-binding transcriptional dual regulator ModE
JEDGCGCC_02940	CDS	321				hypothetical protein
JEDGCGCC_02941	CDS	726				hypothetical protein
JEDGCGCC_02942	CDS	294				hypothetical protein
JEDGCGCC_02943	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
JEDGCGCC_02944	CDS	759	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
JEDGCGCC_02945	CDS	249	accB_2		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
JEDGCGCC_02946	CDS	1377	accC_2	6.3.4.14	COG0439	Biotin carboxylase
JEDGCGCC_02947	CDS	879	pxpB_2	3.5.2.9	COG2049	5-oxoprolinase subunit B
JEDGCGCC_02948	CDS	978	pxpC_2	3.5.2.9	COG1984	5-oxoprolinase subunit C
JEDGCGCC_02949	CDS	210				hypothetical protein
JEDGCGCC_02950	CDS	1059	bioB	2.8.1.6	COG0502	Biotin synthase
JEDGCGCC_02951	CDS	1206	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
JEDGCGCC_02952	CDS	723	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
JEDGCGCC_02953	CDS	825	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
JEDGCGCC_02954	CDS	687	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
JEDGCGCC_02955	CDS	231				hypothetical protein
JEDGCGCC_02956	CDS	1806	dmdC_4	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
JEDGCGCC_02957	CDS	1797	dmdC_5	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
JEDGCGCC_02958	CDS	1779	dmdC_6	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
JEDGCGCC_02959	CDS	1482	nirS_1	1.7.2.1	COG2010	Nitrite reductase
JEDGCGCC_02960	CDS	840	cysG_1		COG0007	Siroheme synthase
JEDGCGCC_02961	CDS	1164	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
JEDGCGCC_02962	CDS	516				hypothetical protein
JEDGCGCC_02963	CDS	444				hypothetical protein
JEDGCGCC_02964	CDS	525				hypothetical protein
JEDGCGCC_02965	CDS	453				hypothetical protein
JEDGCGCC_02966	CDS	1179				hypothetical protein
JEDGCGCC_02967	CDS	360				hypothetical protein
JEDGCGCC_02968	CDS	315	nirM		COG4654	Cytochrome c-551
JEDGCGCC_02969	CDS	1707	nirS_2	1.7.2.1	COG2010	Nitrite reductase
JEDGCGCC_02970	CDS	783	nirQ		COG0714	Denitrification regulatory protein NirQ
JEDGCGCC_02971	CDS	573	qoxC	1.10.3.-		Quinol oxidase subunit 3
JEDGCGCC_02972	CDS	258				hypothetical protein
JEDGCGCC_02973	CDS	441	norC		COG2010	Nitric oxide reductase subunit C
JEDGCGCC_02974	CDS	1398	norB	1.7.2.5	COG3256	Nitric oxide reductase subunit B
JEDGCGCC_02975	CDS	1839				hypothetical protein
JEDGCGCC_02976	CDS	195				hypothetical protein
JEDGCGCC_02977	CDS	684	glxR_1		COG0664	CRP-like cAMP-activated global transcriptional regulator
JEDGCGCC_02978	CDS	879	cynR_1			HTH-type transcriptional regulator CynR
JEDGCGCC_02979	CDS	702	yiiM_1		COG2258	Protein YiiM
JEDGCGCC_02980	CDS	237				hypothetical protein
JEDGCGCC_02981	CDS	1182	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
JEDGCGCC_02982	CDS	717				hypothetical protein
JEDGCGCC_02983	CDS	264				hypothetical protein
JEDGCGCC_02984	CDS	1491	malT_1			HTH-type transcriptional regulator MalT
JEDGCGCC_02985	CDS	1290	puuB_3	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
JEDGCGCC_02986	CDS	555				hypothetical protein
JEDGCGCC_02987	CDS	1026				hypothetical protein
JEDGCGCC_02988	CDS	609	lemA_2		COG1704	Protein LemA
JEDGCGCC_02989	CDS	582	dsbB_2			Disulfide bond formation protein B
JEDGCGCC_02990	CDS	831				hypothetical protein
JEDGCGCC_02991	CDS	387				hypothetical protein
JEDGCGCC_02992	CDS	459				hypothetical protein
JEDGCGCC_02993	CDS	420	yqjC			Protein YqjC
JEDGCGCC_02994	CDS	969				hypothetical protein
JEDGCGCC_02995	CDS	744	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
JEDGCGCC_02996	CDS	1305		1.14.13.239		Carnitine monooxygenase reductase subunit
JEDGCGCC_02997	CDS	1191	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
JEDGCGCC_02998	CDS	1002	COQ3_5	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
JEDGCGCC_02999	CDS	1998	tktA	2.2.1.1	COG0021	Transketolase 1
JEDGCGCC_03000	CDS	1065				hypothetical protein
JEDGCGCC_03001	CDS	798	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
JEDGCGCC_03002	CDS	1062	epd_1	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
JEDGCGCC_03003	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
JEDGCGCC_03004	CDS	201				hypothetical protein
JEDGCGCC_03005	CDS	342				hypothetical protein
JEDGCGCC_03006	CDS	1065	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
JEDGCGCC_03007	CDS	483				hypothetical protein
JEDGCGCC_03008	CDS	426				hypothetical protein
JEDGCGCC_03009	CDS	768		2.1.1.-	COG0500	putative methyltransferase
JEDGCGCC_03010	CDS	1179			COG2081	putative protein
JEDGCGCC_03011	CDS	489	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
JEDGCGCC_03012	CDS	696	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
JEDGCGCC_03013	CDS	354	yhaI		COG3152	Inner membrane protein YhaI
JEDGCGCC_03014	CDS	912	mtrA_1			HTH-type transcriptional regulator MtrA
JEDGCGCC_03015	CDS	339				hypothetical protein
JEDGCGCC_03016	CDS	516				hypothetical protein
JEDGCGCC_03017	CDS	159				hypothetical protein
JEDGCGCC_03018	CDS	459				hypothetical protein
JEDGCGCC_03019	CDS	471				hypothetical protein
JEDGCGCC_03020	CDS	348				hypothetical protein
JEDGCGCC_03021	CDS	615				hypothetical protein
JEDGCGCC_03022	CDS	2727	impA	3.4.24.-		Immunomodulating metalloprotease
JEDGCGCC_03023	CDS	336				hypothetical protein
JEDGCGCC_03024	CDS	1122				hypothetical protein
JEDGCGCC_03025	CDS	1320				hypothetical protein
JEDGCGCC_03026	CDS	225				hypothetical protein
JEDGCGCC_03027	CDS	2061				hypothetical protein
JEDGCGCC_03028	CDS	306				hypothetical protein
JEDGCGCC_03029	CDS	708				hypothetical protein
JEDGCGCC_03030	CDS	462				hypothetical protein
JEDGCGCC_03031	CDS	198				hypothetical protein
JEDGCGCC_03032	CDS	183				hypothetical protein
JEDGCGCC_03033	CDS	222				hypothetical protein
JEDGCGCC_03034	CDS	678				hypothetical protein
JEDGCGCC_03035	tRNA	77				tRNA-Met(cat)
JEDGCGCC_03036	CDS	3738				hypothetical protein
JEDGCGCC_03037	CDS	1854	rpoD		COG0568	RNA polymerase sigma factor RpoD
JEDGCGCC_03038	CDS	1995	dnaG	2.7.7.-	COG0358	DNA primase
JEDGCGCC_03039	CDS	450	yqeY		COG1610	putative protein YqeY
JEDGCGCC_03040	CDS	216	rpsU		COG0828	30S ribosomal protein S21
JEDGCGCC_03041	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JEDGCGCC_03042	CDS	570	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
JEDGCGCC_03043	CDS	417	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
JEDGCGCC_03044	CDS	543				hypothetical protein
JEDGCGCC_03045	CDS	1233	cca		COG0617	Multifunctional CCA protein
JEDGCGCC_03046	CDS	507				hypothetical protein
JEDGCGCC_03047	CDS	1554				hypothetical protein
JEDGCGCC_03048	CDS	1272				hypothetical protein
JEDGCGCC_03049	CDS	1923				hypothetical protein
JEDGCGCC_03050	CDS	333	glpE_1	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
JEDGCGCC_03051	CDS	852	apaH_1	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
JEDGCGCC_03052	CDS	381	apaG		COG2967	Protein ApaG
JEDGCGCC_03053	CDS	807	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
JEDGCGCC_03054	CDS	987	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
JEDGCGCC_03055	CDS	1293	surA_2	5.2.1.8	COG0760	Chaperone SurA
JEDGCGCC_03056	CDS	2802	lptD		COG1452	LPS-assembly protein LptD
JEDGCGCC_03057	CDS	1017	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
JEDGCGCC_03058	CDS	675	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
JEDGCGCC_03059	CDS	759	djlA		COG1076	Co-chaperone protein DjlA
JEDGCGCC_03060	CDS	1062				hypothetical protein
JEDGCGCC_03061	CDS	2394	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
JEDGCGCC_03062	CDS	633	uvrY		COG2197	Response regulator UvrY
JEDGCGCC_03063	CDS	1035	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
JEDGCGCC_03064	CDS	1110	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
JEDGCGCC_03065	CDS	1047	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
JEDGCGCC_03066	CDS	1248				hypothetical protein
JEDGCGCC_03067	CDS	831	ydcV_3			Inner membrane ABC transporter permease protein YdcV
JEDGCGCC_03068	CDS	675	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
JEDGCGCC_03069	CDS	819	gph	3.1.3.18		Phosphoglycolate phosphatase
JEDGCGCC_03070	CDS	1479	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
JEDGCGCC_03071	CDS	315				hypothetical protein
JEDGCGCC_03072	CDS	771	prtR_2		COG2932	HTH-type transcriptional regulator PrtR
JEDGCGCC_03073	CDS	171				hypothetical protein
JEDGCGCC_03074	CDS	201				hypothetical protein
JEDGCGCC_03075	CDS	360				hypothetical protein
JEDGCGCC_03076	CDS	354				hypothetical protein
JEDGCGCC_03077	CDS	516				hypothetical protein
JEDGCGCC_03078	CDS	558				hypothetical protein
JEDGCGCC_03079	CDS	327				hypothetical protein
JEDGCGCC_03080	CDS	888				hypothetical protein
JEDGCGCC_03081	CDS	534				hypothetical protein
JEDGCGCC_03082	CDS	2109				hypothetical protein
JEDGCGCC_03083	CDS	441				hypothetical protein
JEDGCGCC_03084	CDS	1161	gpFI			Putative prophage major tail sheath protein
JEDGCGCC_03085	CDS	504				hypothetical protein
JEDGCGCC_03086	CDS	345				hypothetical protein
JEDGCGCC_03087	CDS	2238				hypothetical protein
JEDGCGCC_03088	CDS	873				hypothetical protein
JEDGCGCC_03089	CDS	207				hypothetical protein
JEDGCGCC_03090	CDS	990				hypothetical protein
JEDGCGCC_03091	CDS	630				hypothetical protein
JEDGCGCC_03092	CDS	363				hypothetical protein
JEDGCGCC_03093	CDS	258				hypothetical protein
JEDGCGCC_03094	CDS	606	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
JEDGCGCC_03095	CDS	1050	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
JEDGCGCC_03096	CDS	837	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
JEDGCGCC_03097	CDS	645	vfr		COG0664	Cyclic AMP receptor-like protein
JEDGCGCC_03098	CDS	423	yhfA		COG1765	Protein YhfA
JEDGCGCC_03099	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
JEDGCGCC_03100	CDS	648	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
JEDGCGCC_03101	CDS	339		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
JEDGCGCC_03102	CDS	1482	ftsH_3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JEDGCGCC_03103	CDS	801				hypothetical protein
JEDGCGCC_03104	CDS	1083				hypothetical protein
JEDGCGCC_03105	CDS	969				hypothetical protein
JEDGCGCC_03106	CDS	423				hypothetical protein
JEDGCGCC_03107	CDS	1035	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
JEDGCGCC_03108	CDS	720				hypothetical protein
