locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCACPHNA_03062	CDS	1431	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
NCACPHNA_03063	CDS	549				hypothetical protein
NCACPHNA_03064	CDS	1596		1.1.-.-	COG2303	putative GMC-type oxidoreductase
NCACPHNA_03065	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
NCACPHNA_03066	CDS	252	fdx_1		COG1145	Ferredoxin
NCACPHNA_03067	CDS	1734	ggt_2	3.4.19.13		Glutathione hydrolase proenzyme
NCACPHNA_03068	CDS	432				hypothetical protein
NCACPHNA_03069	CDS	987				hypothetical protein
NCACPHNA_03070	CDS	345				hypothetical protein
NCACPHNA_03071	CDS	579				hypothetical protein
NCACPHNA_03072	CDS	813	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
NCACPHNA_03073	CDS	879				hypothetical protein
NCACPHNA_03074	CDS	540	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
NCACPHNA_03075	CDS	1197	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
NCACPHNA_03076	CDS	1839	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NCACPHNA_03077	CDS	1386	xanP_1		COG2233	Xanthine permease XanP
NCACPHNA_03078	CDS	474				hypothetical protein
NCACPHNA_03079	CDS	507	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
NCACPHNA_03080	CDS	1041				hypothetical protein
NCACPHNA_03081	CDS	1095				hypothetical protein
NCACPHNA_03082	CDS	1152	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
NCACPHNA_03083	CDS	363				hypothetical protein
NCACPHNA_03084	CDS	1386				putative membrane protein
NCACPHNA_03085	CDS	1380				hypothetical protein
NCACPHNA_03086	CDS	798				hypothetical protein
NCACPHNA_03087	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
NCACPHNA_03088	CDS	801	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
NCACPHNA_03089	CDS	804				hypothetical protein
NCACPHNA_03090	CDS	756				hypothetical protein
NCACPHNA_03091	CDS	1038				hypothetical protein
NCACPHNA_03092	CDS	2280	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
NCACPHNA_03093	CDS	480	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
NCACPHNA_03094	CDS	654		3.1.3.-	COG0560	putative phosphatase
NCACPHNA_03095	CDS	1242				hypothetical protein
NCACPHNA_03096	CDS	468				hypothetical protein
NCACPHNA_03097	CDS	1272				hypothetical protein
NCACPHNA_03098	CDS	468				hypothetical protein
NCACPHNA_03099	CDS	1515	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
NCACPHNA_03100	CDS	672	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
NCACPHNA_03101	CDS	333				hypothetical protein
NCACPHNA_03102	CDS	726	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
NCACPHNA_03103	CDS	1977				hypothetical protein
NCACPHNA_03104	CDS	930	yjiK_2		COG3204	putative protein YjiK
NCACPHNA_03105	CDS	1050	potA_2	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
NCACPHNA_03106	CDS	930	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
NCACPHNA_03107	CDS	789	ydcV_2			Inner membrane ABC transporter permease protein YdcV
NCACPHNA_03108	CDS	1044	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
NCACPHNA_03109	CDS	1395	puuP_3		COG0531	Putrescine importer PuuP
NCACPHNA_03110	CDS	1035	aphB	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 2
NCACPHNA_03111	CDS	351	ygiW		COG3111	Protein YgiW
NCACPHNA_03112	CDS	933	yjiK_3		COG3204	putative protein YjiK
NCACPHNA_03113	CDS	666	ycgM		COG0179	putative protein YcgM
NCACPHNA_03114	CDS	1395		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NCACPHNA_03115	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
NCACPHNA_03116	CDS	438				hypothetical protein
NCACPHNA_03117	CDS	771	fliY_1		COG0834	L-cystine-binding protein FliY
NCACPHNA_03118	CDS	693	yecS_4		COG0765	L-cystine transport system permease protein YecS
NCACPHNA_03119	CDS	495				hypothetical protein
NCACPHNA_03120	CDS	90				hypothetical protein
NCACPHNA_03121	CDS	555				hypothetical protein
NCACPHNA_03122	CDS	630				hypothetical protein
NCACPHNA_03123	CDS	753				hypothetical protein
NCACPHNA_03124	CDS	942	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
NCACPHNA_03125	CDS	612				hypothetical protein
NCACPHNA_03126	CDS	504				hypothetical protein
NCACPHNA_03127	CDS	1053				hypothetical protein
NCACPHNA_03128	CDS	2388	quiP_3	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
NCACPHNA_03129	CDS	870	ydcV_3			Inner membrane ABC transporter permease protein YdcV
NCACPHNA_03130	CDS	912	potH		COG1176	Putrescine transport system permease protein PotH
NCACPHNA_03131	CDS	1155	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NCACPHNA_03132	CDS	1098	spuE_2		COG0687	Spermidine-binding periplasmic protein SpuE
NCACPHNA_03133	CDS	1104	spuD_2		COG0687	Putrescine-binding periplasmic protein SpuD
NCACPHNA_03134	CDS	1371	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
NCACPHNA_03135	CDS	1359	puuA_3	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NCACPHNA_03136	CDS	753	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
NCACPHNA_03137	CDS	1377	puuA_4	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NCACPHNA_03138	CDS	1062	potF_2		COG0687	Putrescine-binding periplasmic protein
NCACPHNA_03139	CDS	666				hypothetical protein
NCACPHNA_03140	CDS	879		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
NCACPHNA_03141	CDS	1107	aguA_3	3.5.3.12	COG2957	Agmatine deiminase
NCACPHNA_03142	CDS	1383	nicP_7			Porin-like protein NicP
NCACPHNA_03143	CDS	972				hypothetical protein
NCACPHNA_03144	CDS	963				hypothetical protein
NCACPHNA_03145	CDS	957	gpuA	3.5.3.17	COG0010	Guanidinopropionase
NCACPHNA_03146	CDS	1386	putP_2			Sodium/proline symporter
NCACPHNA_03147	CDS	1179				hypothetical protein
NCACPHNA_03148	CDS	2283				hypothetical protein
NCACPHNA_03149	CDS	183				hypothetical protein
NCACPHNA_03150	CDS	999	sbp_2		COG1613	Sulfate-binding protein
NCACPHNA_03151	CDS	819	cysT		COG0555	Sulfate transport system permease protein CysT
NCACPHNA_03152	CDS	870	cysW		COG4208	Sulfate transport system permease protein CysW
NCACPHNA_03153	CDS	990	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
NCACPHNA_03154	CDS	699				hypothetical protein
NCACPHNA_03155	CDS	753				hypothetical protein
NCACPHNA_03156	CDS	759	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
NCACPHNA_03157	CDS	516				hypothetical protein
NCACPHNA_03158	CDS	687	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
NCACPHNA_03159	CDS	771				hypothetical protein
NCACPHNA_03160	CDS	1215	yycB_2		COG2807	putative transporter YycB
NCACPHNA_03161	CDS	933	pcpR_3			PCP degradation transcriptional activation protein
NCACPHNA_03162	CDS	285				hypothetical protein
NCACPHNA_03163	CDS	408				hypothetical protein
NCACPHNA_03164	CDS	438				hypothetical protein
NCACPHNA_03165	CDS	1422	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
NCACPHNA_03166	CDS	1200				hypothetical protein
NCACPHNA_03167	CDS	1281	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
NCACPHNA_03168	CDS	1452	davD	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
NCACPHNA_03169	tRNA	77				tRNA-Arg(ccg)
NCACPHNA_03170	CDS	519	hcpA_3		COG3157	Major exported protein
NCACPHNA_03171	CDS	3060				hypothetical protein
NCACPHNA_03172	CDS	498				hypothetical protein
NCACPHNA_03173	CDS	2151				hypothetical protein
NCACPHNA_03174	CDS	1443				hypothetical protein
NCACPHNA_03175	CDS	186				hypothetical protein
NCACPHNA_03176	CDS	843				IS3 family transposase ISPa32
NCACPHNA_03177	CDS	264				IS3 family transposase ISPa32
NCACPHNA_03178	CDS	204				IS3 family transposase ISPa57
NCACPHNA_03179	CDS	933				hypothetical protein
NCACPHNA_03180	CDS	702				hypothetical protein
NCACPHNA_03181	CDS	1491	hudA	4.1.1.-	COG0043	UbiD-like decarboxylase
NCACPHNA_03182	CDS	465				hypothetical protein
NCACPHNA_03183	CDS	255				hypothetical protein
NCACPHNA_03184	CDS	642				hypothetical protein
NCACPHNA_03185	CDS	435	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NCACPHNA_03186	CDS	447	yjaB_2	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
NCACPHNA_03187	CDS	867				hypothetical protein
NCACPHNA_03188	CDS	1185	pobA	1.14.13.2		p-hydroxybenzoate hydroxylase
NCACPHNA_03189	CDS	1506	mdtD_2			Putative multidrug resistance protein MdtD
NCACPHNA_03190	CDS	447	aroQ1_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
NCACPHNA_03191	CDS	855	aroE_1	1.1.1.-		Quinate/shikimate dehydrogenase (NAD(+))
NCACPHNA_03192	CDS	669	nicS			HTH-type transcriptional repressor NicS
NCACPHNA_03193	CDS	1905				hypothetical protein
NCACPHNA_03194	CDS	1326	exuT_1			Hexuronate transporter
NCACPHNA_03195	CDS	1251	nicP_8			Porin-like protein NicP
NCACPHNA_03196	CDS	879				hypothetical protein
NCACPHNA_03197	CDS	816				hypothetical protein
NCACPHNA_03198	CDS	1044	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
NCACPHNA_03199	CDS	780	iclR		COG1414	Transcriptional repressor IclR
NCACPHNA_03200	CDS	1347	pcaK_2		COG0477	4-hydroxybenzoate transporter PcaK
NCACPHNA_03201	CDS	834				hypothetical protein
NCACPHNA_03202	CDS	942				hypothetical protein
NCACPHNA_03203	CDS	402				hypothetical protein
NCACPHNA_03204	CDS	792	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
NCACPHNA_03205	CDS	1380	pcaB_1	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
NCACPHNA_03206	CDS	1299	kgtP_1			Alpha-ketoglutarate permease
NCACPHNA_03207	CDS	1206	pcaF_1	2.3.1.174		Beta-ketoadipyl-CoA thiolase
NCACPHNA_03208	CDS	783	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
NCACPHNA_03209	CDS	852	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
NCACPHNA_03210	CDS	540	sutR_3		COG1396	HTH-type transcriptional regulator SutR
NCACPHNA_03211	CDS	783	fucA_1	4.1.2.17		L-fuculose phosphate aldolase
NCACPHNA_03212	CDS	882	dapA_4	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NCACPHNA_03213	CDS	1059				hypothetical protein
NCACPHNA_03214	CDS	1383	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
NCACPHNA_03215	CDS	1434	yhdG_2		COG0531	putative amino acid permease YhdG
NCACPHNA_03216	CDS	1491	puuC_2	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
NCACPHNA_03217	CDS	921	gltC_3			HTH-type transcriptional regulator GltC
NCACPHNA_03218	CDS	930	gltC_4			HTH-type transcriptional regulator GltC
NCACPHNA_03219	CDS	765				hypothetical protein
NCACPHNA_03220	CDS	405				hypothetical protein
NCACPHNA_03221	CDS	933	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
NCACPHNA_03222	CDS	693	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
NCACPHNA_03223	CDS	807				hypothetical protein
NCACPHNA_03224	CDS	864	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
NCACPHNA_03225	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
NCACPHNA_03226	CDS	882	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
NCACPHNA_03227	CDS	1665	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
NCACPHNA_03228	CDS	582				hypothetical protein
NCACPHNA_03229	CDS	213				hypothetical protein
NCACPHNA_03230	CDS	402	exbD_3		COG0848	Biopolymer transport protein ExbD
NCACPHNA_03231	CDS	720	tolQ_3		COG0811	Tol-Pal system protein TolQ
NCACPHNA_03232	CDS	813				hypothetical protein
NCACPHNA_03233	CDS	1437	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
NCACPHNA_03234	CDS	309	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
NCACPHNA_03235	CDS	1119	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
NCACPHNA_03236	CDS	900	tfdA	1.14.11.-		Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
NCACPHNA_03237	CDS	903	atsK	1.14.11.-		Alpha-ketoglutarate-dependent sulfate ester dioxygenase
NCACPHNA_03238	CDS	2373	fyuA		COG1629	Pesticin receptor
NCACPHNA_03239	CDS	918				hypothetical protein
NCACPHNA_03240	CDS	726				hypothetical protein
NCACPHNA_03241	CDS	1359	oprD_4	3.4.21.-		Porin D
NCACPHNA_03242	CDS	882				hypothetical protein
NCACPHNA_03243	CDS	816				hypothetical protein
NCACPHNA_03244	CDS	1062				hypothetical protein
NCACPHNA_03245	CDS	1617				hypothetical protein
NCACPHNA_03246	CDS	840	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
NCACPHNA_03247	CDS	1611	atsA	3.1.6.1	COG3119	Arylsulfatase
NCACPHNA_03248	CDS	753	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
NCACPHNA_03249	CDS	933	dmlR_14			HTH-type transcriptional regulator DmlR
NCACPHNA_03250	CDS	1173				hypothetical protein
NCACPHNA_03251	CDS	366	cheY_2		COG0784	Chemotaxis protein CheY
NCACPHNA_03252	CDS	1929	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
NCACPHNA_03253	CDS	486	cheW_2		COG0835	Chemotaxis protein CheW
NCACPHNA_03254	CDS	2040				hypothetical protein
NCACPHNA_03255	CDS	843	cheR	2.1.1.80		Chemotaxis protein methyltransferase
NCACPHNA_03256	CDS	603	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
NCACPHNA_03257	CDS	1050	cheB2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 2
NCACPHNA_03258	CDS	1992				hypothetical protein
NCACPHNA_03259	CDS	543				hypothetical protein
NCACPHNA_03260	CDS	381				putative protein
NCACPHNA_03261	CDS	828				hypothetical protein
NCACPHNA_03262	CDS	591	yigZ		COG1739	IMPACT family member YigZ
NCACPHNA_03263	CDS	666	rutR_4		COG1309	HTH-type transcriptional regulator RutR
NCACPHNA_03264	CDS	1407	xanP_2		COG2233	Xanthine permease XanP
NCACPHNA_03265	CDS	837				hypothetical protein
NCACPHNA_03266	CDS	1617	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
NCACPHNA_03267	CDS	792	nimR_8			HTH-type transcriptional regulator NimR
NCACPHNA_03268	CDS	1335	oprD_5	3.4.21.-		Porin D
NCACPHNA_03269	CDS	186				hypothetical protein
NCACPHNA_03270	CDS	939	dmlR_15			HTH-type transcriptional regulator DmlR
NCACPHNA_03271	CDS	3048	swrC		COG0841	Swarming motility protein SwrC
NCACPHNA_03272	CDS	1071	mdtE			Multidrug resistance protein MdtE
NCACPHNA_03273	CDS	1104	mdtA_2			Multidrug resistance protein MdtA
NCACPHNA_03274	CDS	840	pcaR		COG1414	Pca regulon regulatory protein
NCACPHNA_03275	CDS	606	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
NCACPHNA_03276	CDS	720	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
NCACPHNA_03277	CDS	918	gbpR_2			HTH-type transcriptional regulator GbpR
NCACPHNA_03278	CDS	2388	cntO_2			Metal-pseudopaline receptor CntO
NCACPHNA_03279	CDS	996				hypothetical protein
NCACPHNA_03280	CDS	588				hypothetical protein
NCACPHNA_03281	CDS	951		3.5.4.2	COG1816	Adenine deaminase
NCACPHNA_03282	CDS	963	vldW	1.14.11.52		Validamycin A dioxygenase
NCACPHNA_03283	CDS	1098				Purine-binding protein
NCACPHNA_03284	CDS	519				hypothetical protein
NCACPHNA_03285	CDS	627				hypothetical protein
NCACPHNA_03286	CDS	849	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
NCACPHNA_03287	CDS	1053	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
NCACPHNA_03288	CDS	1350		3.5.4.32	COG0402	8-oxoguanine deaminase
NCACPHNA_03289	CDS	1074	ppk2	2.7.4.1	COG2326	Polyphosphate:ADP/GDP phosphotransferase
NCACPHNA_03290	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
NCACPHNA_03291	CDS	564	ahpC_2	1.11.1.15		Alkyl hydroperoxide reductase C
NCACPHNA_03292	CDS	927				hypothetical protein
NCACPHNA_03293	CDS	1098				hypothetical protein
NCACPHNA_03294	CDS	1572	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
NCACPHNA_03295	CDS	885				hypothetical protein
NCACPHNA_03296	CDS	1299	guaD_2	3.5.4.3	COG0402	Guanine deaminase
NCACPHNA_03297	CDS	918				hypothetical protein
NCACPHNA_03298	CDS	1347	bauA_1	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
NCACPHNA_03299	CDS	288	bauB			Beta-alanine degradation protein BauB
NCACPHNA_03300	CDS	1494	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
NCACPHNA_03301	CDS	1428	bauD		COG1113	putative GABA permease
NCACPHNA_03302	CDS	342				hypothetical protein
NCACPHNA_03303	CDS	501				hypothetical protein
NCACPHNA_03304	CDS	621				hypothetical protein
NCACPHNA_03305	CDS	228				hypothetical protein
NCACPHNA_03306	CDS	282				hypothetical protein
NCACPHNA_03307	CDS	909	dmlR_16			HTH-type transcriptional regulator DmlR
NCACPHNA_03308	CDS	411				hypothetical protein
NCACPHNA_03309	CDS	735				hypothetical protein
NCACPHNA_03310	CDS	687	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
NCACPHNA_03311	CDS	1335	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
NCACPHNA_03312	CDS	588	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
NCACPHNA_03313	CDS	729				hypothetical protein
NCACPHNA_03314	CDS	474			COG1733	putative HTH-type transcriptional regulator
NCACPHNA_03315	CDS	453	elaA		COG2153	Protein ElaA
NCACPHNA_03316	CDS	636				hypothetical protein
NCACPHNA_03317	CDS	915	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
NCACPHNA_03318	CDS	1074	ctaA	1.3.-.-		Heme A synthase
NCACPHNA_03319	CDS	579				hypothetical protein
NCACPHNA_03320	CDS	795				hypothetical protein
NCACPHNA_03321	CDS	210				hypothetical protein
NCACPHNA_03322	CDS	888	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
NCACPHNA_03323	CDS	555	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
NCACPHNA_03324	CDS	1593	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
NCACPHNA_03325	CDS	1101				hypothetical protein
NCACPHNA_03326	CDS	639				hypothetical protein
NCACPHNA_03327	CDS	1572				hypothetical protein
NCACPHNA_03328	CDS	729	cynT_2	4.2.1.1	COG0288	Carbonic anhydrase 1
NCACPHNA_03329	CDS	1248				hypothetical protein
NCACPHNA_03330	CDS	921				hypothetical protein
NCACPHNA_03331	CDS	1161				hypothetical protein
NCACPHNA_03332	CDS	1038				hypothetical protein
NCACPHNA_03333	CDS	1113				hypothetical protein
NCACPHNA_03334	CDS	450				hypothetical protein
NCACPHNA_03335	CDS	2226				hypothetical protein
NCACPHNA_03336	CDS	435				hypothetical protein
NCACPHNA_03337	CDS	1383				hypothetical protein
NCACPHNA_03338	CDS	234				hypothetical protein
NCACPHNA_03339	CDS	285				hypothetical protein
NCACPHNA_03340	CDS	1941	vgrG1_3	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
NCACPHNA_03341	CDS	2709	clpV1_3		COG0542	Protein ClpV1
NCACPHNA_03342	CDS	1047				hypothetical protein
NCACPHNA_03343	CDS	1860				hypothetical protein
NCACPHNA_03344	CDS	510				hypothetical protein
NCACPHNA_03345	CDS	786				hypothetical protein
NCACPHNA_03346	CDS	489	hcp1_2		COG3157	Protein hcp1
NCACPHNA_03347	CDS	1497				hypothetical protein
NCACPHNA_03348	CDS	519				hypothetical protein
NCACPHNA_03349	CDS	1035				hypothetical protein
NCACPHNA_03350	CDS	1476				hypothetical protein
NCACPHNA_03351	CDS	465				hypothetical protein
NCACPHNA_03352	CDS	1335				hypothetical protein
NCACPHNA_03353	CDS	1350				hypothetical protein
NCACPHNA_03354	CDS	3534				hypothetical protein
NCACPHNA_03355	CDS	681				hypothetical protein
NCACPHNA_03356	CDS	729	prpC_3	3.1.3.16	COG0631	Protein phosphatase PrpC
NCACPHNA_03357	CDS	3099	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
NCACPHNA_03358	CDS	720	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
NCACPHNA_03359	CDS	1200				hypothetical protein
NCACPHNA_03360	CDS	1713				hypothetical protein
NCACPHNA_03361	CDS	915				hypothetical protein
NCACPHNA_03362	CDS	1059				hypothetical protein
NCACPHNA_03363	CDS	276				hypothetical protein
NCACPHNA_03364	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
NCACPHNA_03365	CDS	543	yrdA_1		COG0663	Protein YrdA
NCACPHNA_03366	CDS	666		3.1.3.5	COG0546	5'-nucleotidase
NCACPHNA_03367	CDS	984				hypothetical protein
NCACPHNA_03368	CDS	1128				hypothetical protein
NCACPHNA_03369	CDS	417				hypothetical protein
NCACPHNA_03370	CDS	438				hypothetical protein
NCACPHNA_03371	CDS	234				hypothetical protein
NCACPHNA_03372	CDS	426	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
NCACPHNA_03373	CDS	705				hypothetical protein
NCACPHNA_03374	CDS	888				hypothetical protein
NCACPHNA_03375	CDS	921	dmlR_17			HTH-type transcriptional regulator DmlR
NCACPHNA_03376	CDS	507				hypothetical protein
NCACPHNA_03377	CDS	549	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
NCACPHNA_03378	CDS	429				hypothetical protein
NCACPHNA_03379	CDS	1833	asnO_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
NCACPHNA_03380	CDS	138				hypothetical protein
NCACPHNA_03381	CDS	141				hypothetical protein
NCACPHNA_03382	CDS	1662				putative protein
NCACPHNA_03383	CDS	384				hypothetical protein
NCACPHNA_03384	CDS	666			COG4380	Putative lipoprotein/NMB1162
NCACPHNA_03385	CDS	354				hypothetical protein
NCACPHNA_03386	CDS	687			COG1462	Putative lipoprotein/NMB1164
NCACPHNA_03387	CDS	1374				hypothetical protein
NCACPHNA_03388	CDS	1254				hypothetical protein
NCACPHNA_03389	CDS	396				hypothetical protein
NCACPHNA_03390	CDS	279				hypothetical protein
NCACPHNA_03391	CDS	309				IS3 family transposase IS222
NCACPHNA_03392	CDS	822				IS3 family transposase IS222
NCACPHNA_03393	CDS	2835				hypothetical protein
NCACPHNA_03394	CDS	11616				hypothetical protein
NCACPHNA_03395	CDS	1689				hypothetical protein
NCACPHNA_03396	CDS	222				hypothetical protein
NCACPHNA_03397	CDS	216			COG3360	Dodecin
NCACPHNA_03398	CDS	888	trpI_1			HTH-type transcriptional regulator TrpI
NCACPHNA_03399	CDS	1209	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
NCACPHNA_03400	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
NCACPHNA_03401	CDS	624			COG2197	Putative transcriptional regulator
NCACPHNA_03402	CDS	366				hypothetical protein
NCACPHNA_03403	CDS	378				hypothetical protein
NCACPHNA_03404	CDS	900	gcvA_6			Glycine cleavage system transcriptional activator
NCACPHNA_03405	CDS	1512	betC	3.1.6.6	COG3119	Choline-sulfatase
NCACPHNA_03406	CDS	924				hypothetical protein
NCACPHNA_03407	CDS	1554			COG0659	putative sulfate transporter
NCACPHNA_03408	CDS	603				hypothetical protein
NCACPHNA_03409	CDS	1287	prsA	5.2.1.8		Foldase protein PrsA
NCACPHNA_03410	CDS	987				hypothetical protein
NCACPHNA_03411	CDS	825	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
NCACPHNA_03412	CDS	918	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
NCACPHNA_03413	CDS	978	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
NCACPHNA_03414	CDS	558	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
NCACPHNA_03415	CDS	1089				hypothetical protein
NCACPHNA_03416	CDS	1026				hypothetical protein
NCACPHNA_03417	CDS	507	def_2	3.5.1.88	COG0242	Peptide deformylase
NCACPHNA_03418	CDS	945	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
NCACPHNA_03419	CDS	1305	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
NCACPHNA_03420	CDS	1374	trkA		COG0569	Trk system potassium uptake protein TrkA
NCACPHNA_03421	CDS	318				hypothetical protein
NCACPHNA_03422	CDS	273				hypothetical protein
NCACPHNA_03423	CDS	654	yhhQ		COG1738	Queuosine precursor transporter
NCACPHNA_03424	CDS	267				hypothetical protein
NCACPHNA_03425	CDS	888	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
NCACPHNA_03426	CDS	552	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
NCACPHNA_03427	CDS	948	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
NCACPHNA_03428	CDS	2058	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
NCACPHNA_03429	CDS	1707				hypothetical protein
NCACPHNA_03430	CDS	537	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
NCACPHNA_03431	CDS	774				hypothetical protein
NCACPHNA_03432	CDS	1077				hypothetical protein
NCACPHNA_03433	CDS	633				hypothetical protein
NCACPHNA_03434	CDS	786				hypothetical protein
NCACPHNA_03435	CDS	2229				hypothetical protein
NCACPHNA_03436	CDS	2748	rapA_3	3.6.4.-		RNA polymerase-associated protein RapA
